id_repeat,id,BookTitle,BookAltTitle,BookYear,BookLink,Author,FilmTitle,FilmLink,FilmYear,id_goodreads,isbn_goodreads,isbn13_goodreads,title_from_goodreads_match,author_from_goodreads_match,x,y,OK?,b
2695,2695,The Stepford Wives,,1972,/wiki/The_Stepford_Wives,Ira Levin,The Stepford Husbands,/wiki/The_Stepford_Husbands,1996,1122715,394481992,9.78E+12,,,FALSE,FALSE,OK isbn match,
2696,2696,The Stepford Wives,,1972,/wiki/The_Stepford_Wives,Ira Levin,The Stepford Wives,/wiki/The_Stepford_Wives_(2004_film),2004,1122715,394481992,9.78E+12,,,FALSE,FALSE,OK isbn match,
2703,2703,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1908_film),1908,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2704,2704,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Den SkÃ¦bnesvangre Opfindelse,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Den_SkÃ¦bnesvangre_Opfindelse,,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2705,2705,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,,1910,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2706,2706,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1912_film),1912,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2707,2707,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1913_film),1913,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2708,2708,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1920_film),1920,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2709,2709,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1920/II_film),1920,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2710,2710,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Der Januskopf,/wiki/The_Head_of_Janus,,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2711,2711,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Head of Janus,,1920,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2712,2712,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1931_film),1931,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2713,2713,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1941_film),1941,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2714,2714,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Son of Dr. Jekyll,/wiki/The_Son_of_Dr._Jekyll,1951,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2715,2715,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Daughter of Dr. Jekyll,/wiki/The_Daughter_of_Dr._Jekyll,1957,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2716,2716,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Testament of Dr. Cordelier,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#The_Testament_of_Dr._Cordelier,1959,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2717,2717,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Two Faces of Dr. Jekyll,/wiki/The_Two_Faces_of_Dr._Jekyll,1960,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2718,2718,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Nutty Professor,/wiki/The_Nutty_Professor,1963,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2719,2719,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Nutty Professor,/wiki/The_Nutty_Professor_(2008_film),2008,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2720,2720,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#The_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde_(1968_film),1968,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2721,2721,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Sister Hyde,/wiki/Dr._Jekyll_and_Sister_Hyde,1971,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2722,2722,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,"I, Monster","/wiki/I,_Monster",1971,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2723,2723,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll y el Hombre Lobo,/wiki/Dr._Jekyll_y_el_Hombre_Lobo,1972,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2724,2724,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1973,_movie_U.S._A_musical_for_television_with_music_by_Lionel_Bart,_starring_Kirk_Douglas_as_Jekyll_and_Hyde,_with_co-stars_Michael_Redgrave_as_Danvers,_Stanley_Holloway_as_Poole_and_Donald_Pleasence_as_Fred_Smudge._Nominated_for_Emmy_Award_(Outstanding_Achievement_in_Music_Direction_of_a_Variety,_Musical_or_Dramatic_Program_-_Irwin_Kostal,_music_director)",1973,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2725,2725,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1981,_TV_UK,_with_David_Hemmings_in_the_dual_role_and_directed_by_Alastair_Reid._This_version_gives_a_twist_to_the_usual_ending_when_Jekyll's_body_turns_into_Mr._Hyde_upon_his_death.",1981,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2726,2726,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll and Hyde... Together Again,/wiki/Jekyll_and_Hyde..._Together_Again,1982,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2727,2727,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1985,_movie_USSR,_with_Innokenty_Smoktunovsky_in_title_role.",1985,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2728,2728,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1986,_animated_Australian_telemovie,_with_John_Ewart_as_Utterson,_made_by_the_Burbank_production_company.",1986,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2729,2729,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Edge of Sanity,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Edge_of_Sanity_(1990),1989,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2730,2730,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1989,_TV_UK,_with_Laura_Dern_and_Anthony_Andrews_in_the_dual_role._This_version,_adapted_by_J._Michael_Straczynski,_was_similar_to_Hammer's_1960_version_in_that_Mr._Hyde_is_the_more_physically_attractive_of_the_two.",1989,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2731,2731,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll & Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Jekyll_&_Hyde_(1990_film),1990,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2732,2732,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Ms. Hyde,/wiki/Dr._Jekyll_and_Ms._Hyde,1995,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2733,2733,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Mary Reilly,/wiki/Mary_Reilly_(film),1996,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2734,2734,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Nutty Professor,/wiki/The_Nutty_Professor_(1996_film),1996,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2735,2735,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Nutty Professor II: The Klumps,/wiki/Nutty_Professor_II:_The_Klumps,2000,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2736,2736,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll & Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Dr._Jekyll_&_Mr._Hyde_(1999_television_film),1999,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2737,2737,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Dr._Jekyll_and_Mr._Hyde_(2002_television_film),2002,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2738,2738,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll + Hyde,/wiki/Jekyll_%2B_Hyde,2006,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2739,2739,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll,/wiki/Jekyll_(TV_series),2007,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2740,2740,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll & Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Dr._Jekyll_&_Mr._Hyde_(2008_television_film),2008,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2741,2741,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#In_2009,_Abel_Ferrara_is_due_to_begin_shooting_a_modern_day_adaptation_starring_Forrest_Whitaker_and_50_Cent.",,51499,055321277X,9.78E+12,,,FALSE,FALSE,OK isbn match,
2743,2743,A Stranger Is Watching,,1977,/wiki/A_Stranger_Is_Watching,Mary Higgins Clark,A Stranger Is Watching,/wiki/A_Stranger_Is_Watching_(film),1982,2583566,671230719,9.78E+12,,,FALSE,FALSE,OK isbn match,
2746,2746,The Street Lawyer,,1998,/wiki/The_Street_Lawyer,John Grisham,The Street Lawyer,/wiki/The_Street_Lawyer#Unsold_television_pilot,2003,87964,440225701,9.78E+12,,,FALSE,FALSE,OK isbn match,
2747,2747,Strip Tease,,1993,/wiki/Strip_Tease_(novel),Carl Hiaasen,Striptease,/wiki/Striptease_(film),1996,528499,679419810,9.78E+12,,,FALSE,FALSE,OK isbn match,
2752,2752,Stupeur et Tremblement,Fear and Trembling,1999,/wiki/Fear_and_Trembling_(Nothomb),AmÃ©lie Nothomb,Fear and Trembling,/wiki/Fear_and_Trembling_(film),,845712,2226109501,9.78E+12,,,FALSE,FALSE,OK isbn match,
2753,2753,Stupeur et Tremblement,Fear and Trembling,1999,/wiki/Fear_and_Trembling_(Nothomb),AmÃ©lie Nothomb,Stupeur et tremblements,,2003,845712,2226109501,9.78E+12,,,FALSE,FALSE,OK isbn match,
2848,2848,The Terminal Man,,1972,/wiki/The_Terminal_Man,Michael Crichton,The Terminal Man,/wiki/The_Terminal_Man_(film),1974,535611,394447689,9.78E+12,,,FALSE,FALSE,OK isbn match,
2854,2854,The Tesseract,,1998,/wiki/The_Tesseract_(novel),Alex Garland,The Tesseract,/wiki/The_Tesseract_(film),2003,410204,670870161,9.78E+12,,,FALSE,FALSE,OK isbn match,
2855,2855,Tex,,1979,/wiki/Tex_(novel),S. E. Hinton,Tex,/wiki/Tex_(film),1982,6439138,440978505,9.78E+12,,,FALSE,FALSE,OK isbn match,
